20201118,昆山,陆家,水岸香堤 南北通透户型 三房两厅 边套 中间楼层采光好,177万,中楼层(共12层)                                                3室2厅 | 89.5平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_RI1VZapGZ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陈巷花园 ，视野开阔，欲购从速！,225万,中楼层(共27层)                                                3室2厅 | 134平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_NyBSaqqzN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,东景苑大平层 132.66平四房精装修南北通透  房东急售,220万,中楼层(共6层)                                                4室2厅 | 132.66平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_nB3uLXIMA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,白杨湾国际公馆 1室1厅 西南,39万,中楼层(共12层)                                                1室1厅 | 43.27平米                                  | 西南,https://ke-image.ljcdn.com/110000-inspection/pc1_58pou0pak_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,常发豪郡精装修3房拎包入住朝南户型,148万,高楼层(共29层)                                                3室2厅 | 90.47平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_4yLFUT9Gp_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,杏花北苑，全朝南户型，别墅区内，环境优美！,202万,高楼层(共6层)                                                3室2厅 | 122.6平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_bQOZjvzfu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,联谊花园，电梯房两室南北通透，精装修，拎包入住,150万,中楼层(共11层)                                                2室1厅 | 92平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_2hfmDGve8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,云立方，全新硬装修，从未使用过，诚心出售,161万,低楼层(共18层)                                                3室2厅 | 88.35平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_6MAmDFWgf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,青春雅居一期景观楼层，清水毛坯诚心出售必看好房,108万,中楼层(共8层)                                                2室2厅 | 89.29平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_YHZNzPEbw_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,东方假日，地铁口好房子，电梯两室，南北通，无遮挡,143万,中楼层(共13层)                                                2室2厅 | 93.78平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_BwW3LZLhO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,春江佳苑，不能错过的好房子，看这里，值得入手必看好房,119万,中楼层(共7层)                                                2室2厅 | 87平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_GlAhCtRsR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,东景苑 2室2厅 南必看好房,128万,高楼层(共6层)                                                2室2厅 | 86.37平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_c0E458VnH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,联谊花园 2室1厅 南,125万,低楼层(共11层)                                                2室1厅 | 72平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_d7Ga0he6s_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,小冉推荐常发豪郡大两房满二，朝南户型，离S1近,107万,低楼层(共29层)                                                2室1厅 | 82.6平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_E469Q4yCL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陆家安静小区电梯房，房东诚心出售，。,126万,低楼层(共11层)                                                2室2厅 | 91平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_t584aJX5f_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,青春雅居多层，两室全南户型，采光好，带装修，急售,118万,中楼层(共8层)                                                2室2厅 | 95平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_QsRFgKASX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,店长推荐 满两年 毛坯房 户型方正 采光好 刚需户型必看好房,103.8万,高楼层(共29层)                                                2室2厅 | 82平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_d7g9LmPlk_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,联谊新村，满两年大三房，精装修拎包入住，无遮挡,166万,高楼层(共5层)                                                3室2厅 | 125平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_qYvwA5H7Z_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,山水江南经典了2房 好楼层 值得收藏,155万,高楼层(共18层)                                                3室2厅 | 89.73平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ESRjFhljT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,博雅景园，中间楼层，大，三，房，100平，145W,142万,中楼层(共11层)                                                2室2厅 | 99.89平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_IUgint5A4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,常发豪郡经典3房急售，房东自己住，精装房,138万,高楼层(共24层)                                                3室2厅 | 89.3平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_7vRAw0loQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,常发豪郡 精装3房 业主诚售 交通便利,142万,中楼层(共29层)                                                3室2厅 | 90.48平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ZNFNT8PjC_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,常发豪郡优质房，业主置换！小区位置，优越环境好！,128万,中楼层(共29层)                                                3室1厅 | 89.85平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_IzLrTtur7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,房子满五唯一，税费少，楼层好，配套成熟。,106万,中楼层(共27层)                                                2室1厅 | 78平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_bUj96mHVt_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,小赵推荐！精装两房出售！拎包入住！,128万,中楼层(共29层)                                                2室1厅 | 82.64平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_5BOm9QWQ5_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陈巷花园三开间朝南，电梯2房诚心出售看房方便。,140万,低楼层(共18层)                                                2室2厅 | 95.22平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_axwLUDhnF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,中间楼层，采光充足，出门400米地铁站，配套成熟，,192万,中楼层(共16层)                                                3室2厅 | 89.89平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ogn1wb7Dx_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,{明星推荐}精装自住大三房，拎包入住，随时联系,148万,低楼层(共27层)                                                3室2厅 | 99.06平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_JPz5RqGIL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,（店长推荐）-联谊新村，不能错过的好房子，精装修,190万,中楼层(共5层)                                                3室2厅 | 129.88平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_6rV2bk9On_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,40年产权公寓房，定位高，高档装修，不要社保，诚心售,43万,中楼层(共24层)                                                1室1厅 | 70平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_7oasl0EFj_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,阿华推荐，此房满五，经典二房，好楼层，采光无遮。,119万,中楼层(共25层)                                                2室2厅 | 81.52平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_QONWt4oAx_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,常发豪郡，东边套 3+1房，满二年，诚心出售，,147万,低楼层(共27层)                                                4室2厅 | 110.9平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_BmaDuVmIh_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,S1地铁口，陆家东方假日城，安静舒适，两室南北通,142万,高楼层(共6层)                                                2室2厅 | 89.81平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_vUFHvycEP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,{明星推荐}大两房，好楼层，看房方便,110万,高楼层(共25层)                                                2室1厅 | 82.7平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_YhLUJ0cO2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,博怡轩，我是维护人张冬冬，业主诚心出售，随时可看,175万,高楼层(共6层)                                                3室2厅 | 118.76平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_jSysb7GuI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,臧开如推荐陆家水岸香堤好2房，看房方便,121万,高楼层(共26层)                                                2室2厅 | 71平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_zZ2k7SU0f_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,东方假日城 2室2厅 南 北,145万,中楼层(共13层)                                                2室2厅 | 94平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_o5rsWNp7k_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,蒋巷北苑，经典两房，房东诚心出售，74平！105w,105万,中楼层(共7层)                                                2室2厅 | 73.6平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_j1sUMae0X_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,必看好房，北区边套三房，看房方便，诚心出售,132万,高楼层(共29层)                                                3室2厅 | 89平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_BTsgF1Ob3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,此房型是通透户型，采光充足，生活设施齐全,220万,中楼层(共27层)                                                3室1厅 | 134平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_dOWlbVUhX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,常发经典3房急售，有证满五年，税少，楼层好,144.5万,低楼层(共27层)                                                3室2厅 | 99.9平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_sl2RqyY6a_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,必看好房，精装全配三房，拎包即可入住！,131万,高楼层(共27层)                                                3室2厅 | 86.49平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_lUxZngdIT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,常发豪郡南区。房型好，房东简单装修过,136万,低楼层(共11层)                                                3室2厅 | 100.77平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_795DC6XuP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陆家陈巷花园高层经典两房 房东诚心出售 价格可谈,135万,中楼层(共27层)                                                2室2厅 | 92平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_jXOewQmvd_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,诚心出售.位置好，楼层采光好。,140万,高楼层(共29层)                                                3室2厅 | 90.47平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_MMaAubkgO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,夏桥家园电梯大套，144平米，简装出租中，房东急售,170万,中楼层(共11层)                                                3室2厅 | 144.53平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_2Cmx0kzAO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,推荐好房，中间楼层，采光无遮挡满二税少价格可谈,95万,中楼层(共27层)                                                2室2厅 | 76.58平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_gwMdbD8Tp_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,百灵佳苑北区 2室1厅 南,150万,高楼层(共6层)                                                2室1厅 | 114平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_LUSrOadjS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,精装修公寓，不限制购买，不要社保，不影响购买住宅,32万,中楼层(共18层)                                                1室1厅 | 42平米                                  | 北,https://ke-image.ljcdn.com/110000-inspection/pc1_mgGt8CNQy_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,采光充足.配套齐全.交通便利.中间楼层,135万,中楼层(共6层)                                                2室2厅 | 91.77平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_PKcA4su7a_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,喧闹的城市，不用买别墅，也能有院子，安静适居,180万,低楼层(共6层)                                                3室2厅 | 126.61平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_zzwBrLGtG_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,此房南北通透，采光充足，生活设施齐全,238万,中楼层(共27层)                                                3室2厅 | 134平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_lFx9giHjg_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,东景苑，经典两房，带花园，房东诚心出售,111万,低楼层(共6层)                                                2室2厅 | 77.5平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_LpQt7dqAB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,博怡轩，2+1户型，精装修，适合小家庭居住，带车库,147万,高楼层(共6层)                                                3室2厅 | 97.32平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_Ve9xehc1W_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,南区大面积边套优质房源，业主诚意出售，看房方便的。,135万,高楼层(共27层)                                                3室1厅 | 99平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_d8MTRvQ6n_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,急售，常发豪郡南区，电梯两房，楼层好，采光无遮挡,97万,高楼层(共27层)                                                2室2厅 | 72.77平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_PGSeVMB9O_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陆家地铁口109.83平带49平 实用空间大,168万,低楼层(共15层)                                                5室1厅 | 109.54平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ZKAuPDFcq_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,电梯大三房，好楼层，无遮挡，三房两卫，诚信出售,178万,高楼层(共18层)                                                3室2厅 | 136平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_CpkVKhh4V_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,我是房源维护人，此房房东诚心出售，看房方便。,208万,高楼层(共11层)                                                3室2厅 | 128平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_VpGZrPmw7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,夏桥家园 ，经典两房70平。90万,90万,高楼层(共6层)                                                2室2厅 | 70平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_a1w8hyM3d_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陆家老街，值得一看，名湖花苑，三房户型，诚心卖,165万,中楼层(共6层)                                                3室2厅 | 112平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_F5qIba6qP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,邵村北苑精装三房，房东诚心出售，看房方便。,167万,中楼层(共6层)                                                3室2厅 | 117平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_wpVZntONT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,博雅景园，中间楼层，精装修大三房，机会不多，急售,190万,中楼层(共6层)                                                3室2厅 | 123.37平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_jLVQZXe8C_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陆家名湖花苑 大三房 精装修带25平车库,170万,高楼层(共6层)                                                3室2厅 | 125.36平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_gNz4h37ON_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,带私家车位，云立方精装修边套户型，拎包入住,167万,高楼层(共18层)                                                3室2厅 | 88平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_u0WCEJ2if_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,博怡軒精装大三房 诚心出售 保养好 品质家电 看房约,230万,低楼层(共6层)                                                3室2厅 | 127.82平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_9nqNQ6V6s_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,常发豪郡！！！经典两房，90平，112万,112万,低楼层(共27层)                                                2室2厅 | 90平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_TOgEv2F5C_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,此房满五年楼栋好楼层好采光充足交通便利出行方便,158万,中楼层(共18层)                                                2室1厅 | 100.9平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_OZe1cCMCU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,启发广场电梯房，满五唯一，房东诚心出售。,166万,中楼层(共18层)                                                2室2厅 | 104平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_FjdhdsXkl_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,必看好房，房子的维护人，有任何问题欢迎随时咨询,146万,中楼层(共27层)                                                3室1厅 | 98平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_KnConvhAq_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陈巷花园毛坯西边套，房东诚心卖，看房方便,140万,低楼层(共18层)                                                2室2厅 | 90平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_clOzt2P6S_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陈巷花园高楼层电梯房，房东诚心出售,152万,低楼层(共18层)                                                2室2厅 | 91平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_n2udZOvUS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,常发豪郡南区2房2厅86平，房东诚心出售,120万,高楼层(共25层)                                                2室2厅 | 86平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_ELbJs91GI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,夏桥二期，多层大三房，刚需改善都可以，满两年,167万,中楼层(共6层)                                                3室2厅 | 122平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_3VuC5cLC5_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,山水江南精装修大三房，房东诚心出售,200万,低楼层(共15层)                                                3室2厅 | 119.11平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_1TVSMxYc4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,邵村家园 2室2厅 南 北,132.5万,高楼层(共6层)                                                2室2厅 | 92平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_k0akjpPEy_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陈巷大两房精装自住高保养，房东诚心出售,168万,高楼层(共18层)                                                2室2厅 | 92平米                                  | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_Bw7rZLw5M_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,谢东向您推荐，低楼层，适合家有老人或者刚需的朋友，,98万,低楼层(共6层)                                                2室1厅 | 71平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Y6BxwSbFq_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陆家高档小区 水岸香堤精装两房 价格亲民 看房约,118万,低楼层(共26层)                                                2室2厅 | 71.6平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_x6uLsBlTA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,满两年，毛坯房，南北通，无遮挡，可自行装修,136万,低楼层(共18层)                                                2室2厅 | 88.26平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_aeLc63FKT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陆家镇上邵村南苑小两房有钥匙随时看房带车库,104万,中楼层(共6层)                                                2室1厅 | 73.68平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_G6izw2V5e_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,常发豪郡 精装自住3房 交通便利 合适正在寻找的您,140万,高楼层(共29层)                                                3室2厅 | 91平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_gLwX3tHWH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,沙葛新村，大套房看这里，毛坯房诚心卖，看这里不错过,148万,高楼层(共5层)                                                3室1厅 | 121平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_wMqgvScXo_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,常发豪郡精装三房 房东诚心出售 拎包可入住,138万,高楼层(共27层)                                                3室2厅 | 95平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_yDxIJlFD6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,邵村南苑，2室2厅房东诚心出售，看房方便。,122万,中楼层(共6层)                                                2室2厅 | 92平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_nFO7R5Ud2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,满二，业主急卖，朝南户型，采光足，视野开阔,113.5万,中楼层(共29层)                                                2室2厅 | 83平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_swH7UQiSg_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,我是陈明星，房子的维护人，有问题欢迎随时咨询我,130万,中楼层(共22层)                                                3室2厅 | 91平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_8onDGrLTV_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陆家联谊新村好房诚心出售业主保养新,168万,中楼层(共6层)                                                3室2厅 | 110平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_AsO9NCShY_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,昆山,陆家,陆家夏桥花园大套诚心出售房型正气满两年,176万,中楼层(共11层)                                                3室2厅 | 144平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_ZglEfSGm6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
