20201118,工业园区,独墅湖高教区,中楼层 南北通透，精装自住，随时可以签约。新上,430万,高楼层(共20层)                                                3室2厅 | 103.8平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/pc1_1KgGQhHNq_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,月亮湾唯一边户小户，只此一套在售！！,498万,低楼层(共12层)                                                2室2厅 | 96平米                                  | 东 南 北,https://ke-image.ljcdn.com/110000-inspection/367c5b17-a30e-4ce5-aea2-e812d3891c91_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,低密度花园洋房户型方正交通便利,710万,低楼层(共12层)                                                3室1厅 | 141.68平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/cb58a594-ca63-4216-877c-483b3cec26f9_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,精装修自住 通风好 中楼层采光无遮挡 拎包入住,319万,高楼层(共25层)                                                2室1厅 | 99.96平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_TapsKdtVL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,海德公园 采光好视野佳 满两年 省税费 看房方便有钥匙,358万,中楼层(共20层)                                                2室2厅 | 88.14平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_HCVnliLrd_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,满五年唯一，3+1，四房，视野开阔，可观看独墅湖。,430万,高楼层(共25层)                                                4室2厅 | 130.57平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/0fc4c790-59ac-40f0-aec1-0276199216c9_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,独墅湖高教区 一线湖景房 视野开阔 采光无遮挡 满2年,745万,高楼层(共12层)                                                3室1厅 | 143平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-b889b697-b1ab-4de0-8f5b-75d0fe379c3a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,大三房，超大卧室，采光赞，诚意卖，价格可以谈,390万,高楼层(共18层)                                                3室2厅 | 118平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_0VklWAVKb_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,月亮湾三期 精装三房 全新未住人 看房随时 业主诚售,730万,中楼层(共12层)                                                3室2厅 | 141.68平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_tmvKsuMr7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,海德88平金典大2房，满五唯一省1%几万的个税采光超赞,366万,低楼层(共20层)                                                2室2厅 | 87.44平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-2e042047-5313-4d17-9913-43bea17fdf85.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,海德公园装修大四房 诚意出售 高教区环境好,850万,中楼层(共20层)                                                4室2厅 | 185平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_SuoGq7jYx_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,小区中间位置安静舒适，户型方正带大阳台，三开间朝南,315万,低楼层(共18层)                                                2室2厅 | 91.5平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/b18cb331-c56b-466b-85d8-7859b4fe1eb1_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林缘 小高层三房两卫 高得房率全南户型 满五唯一,430万,中楼层(共16层)                                                3室2厅 | 124.9平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_5i37Jsp1g_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,精装修自住 通风好 中楼层采光无遮挡,348万,低楼层(共25层)                                                2室1厅 | 96平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_CX6Cf7iol_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,三期小高层 大四房 百万装修 诚心售,755万,中楼层(共10层)                                                4室2厅 | 170平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/0f3aa336-c04b-4319-b43e-6ee10e0c1412_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,海德公园自住装修两房，诚心出售，看房基本随时。,368万,高楼层(共20层)                                                2室2厅 | 85.2平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_rZp7wxEhm_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林精致大两房，诚意卖，可以谈,310万,高楼层(共25层)                                                2室2厅 | 99平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_CU5EB3oqz_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,本栋楼位置优越 楼层好 采光充足,385万,中楼层(共18层)                                                2室2厅 | 91.16平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_cPu301q8D_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,海德双阳台大两房，得房率很高，位置楼层采光好必看好房,339万,低楼层(共20层)                                                2室1厅 | 87.16平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/34abee8f-6f2f-4e91-a8fe-117d573a91cd_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林缘 2室2厅 南,315万,中楼层(共18层)                                                2室2厅 | 83平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_NkF8QAqDO_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,小三房。次顶楼，次顶楼，采光好！精装修少烦恼！,370万,高楼层(共25层)                                                3室1厅 | 103平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_6EdrJjtzg_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,业主急售 周期可等 中间楼层 简单装修 可租可售,315万,低楼层(共25层)                                                2室2厅 | 97平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_LAgzMEoJJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林缘简装大两房，位置好，诚意出售。,380万,低楼层(共25层)                                                2室2厅 | 103平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_zADSwx5U1_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,通透两房，满五唯一，小区价格超低一套，仅 此一套,310万,低楼层(共25层)                                                2室2厅 | 95.72平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_oJYLxhJ7N_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林缘正三房，满五唯一，带入户花园，改善一步到位,475万,低楼层(共25层)                                                3室2厅 | 135平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/fe629211-3229-48c2-bfaa-5fc774f2bd6d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,高教区优质房出售啦 精装自住保养好 诚意出售看房方便,358万,低楼层(共18层)                                                2室2厅 | 84.64平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/44da7163-3db0-47b1-b67d-7860eaebc146_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,海德公园经典精装三房 楼层好 诚意急售 看中价格可谈,436万,高楼层(共20层)                                                3室2厅 | 104.35平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_glO8DfEC0_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,精装两房 三开间朝南 满五年唯一 看房方便诚意出售,317万,中楼层(共25层)                                                2室2厅 | 96.27平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/99d69fa6-d4cc-477a-9699-965813cc28a3_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,园区建屋海德公园大学城旁的精装通透3房诚意出售,485万,低楼层(共18层)                                                3室1厅 | 111平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/09f34e54-a324-4cf9-8010-2d2beafbfd38_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,月亮湾二期  经典四房户型 业主诚心出售 看房方便,765万,低楼层(共19层)                                                4室2厅 | 153平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/cebd6611-bc28-4823-aca2-5831d3ddc331_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,南北通透2房，可按自己的分格装修，价格有空间！！,305万,低楼层(共25层)                                                2室1厅 | 96平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_e8RA2jIYN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林缘 2室1厅 南,319万,低楼层(共16层)                                                2室1厅 | 83平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_CaJcCjMkI.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,小区中间位置高楼层湖景房全新为住,838万,高楼层(共26层)                                                4室2厅 | 150平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/fcdec86f-5b02-4293-9799-f53760143662_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,铂悦犀湖一期，精装湖景平层，业主置换诚售,1075万,低楼层(共26层)                                                4室2厅 | 186平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/b384eae7-baf8-4d78-8c57-c06b3a32c6e3_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,开发商统装 一线湖景房  创意产业园 同城旅游,820万,中楼层(共26层)                                                4室2厅 | 150平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/f767038c-9a1f-44b3-bf6e-eb93e923c43b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,建屋海德公园 3室2厅 南,610万,高楼层(共20层)                                                3室2厅 | 128平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_IOopcbDIY_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,独墅湖湖景大三房，附超大入户，诚意卖，拎包住，可谈,450万,高楼层(共25层)                                                3室2厅 | 134平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/82e4cc48-bcf2-41cf-aa46-7098fd0c5f0d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林精装2房，拎包入住，低总价，适合一家住,340万,低楼层(共25层)                                                2室2厅 | 95.72平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_QkoI9gjqY_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林小面积2房，精装修，出行方便，适合一家三口住,327万,低楼层(共16层)                                                2室2厅 | 83平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/ecf4c8b9-9d89-44ed-af7b-d1ad6cad5734_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林缘两房 满五唯一 看房随时,315万,低楼层(共18层)                                                2室2厅 | 82.64平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_3lba1nBi8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,小区中间位置不靠马路，满2年，毛坯从未住人,620万,中楼层(共18层)                                                3室2厅 | 136.1平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_NrROKSkQE.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,高教区精选优质房源，双阳台大三房，快来看,410万,高楼层(共18层)                                                3室1厅 | 121.48平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/2d94cd37-01fb-4aeb-8215-9ad6568bf895_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林缘 3室2厅 南,450万,高楼层(共18层)                                                3室2厅 | 121平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_4NiN9CX7a_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,大两房，采光赞，装修好，看房方便，满五年，能谈,365万,高楼层(共20层)                                                2室2厅 | 88.12平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_v2HQQ1MC4_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,海德精装婚房正4房，南北通透，视野开阔。,610万,低楼层(共18层)                                                4室2厅 | 143平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_GTJbElRpm_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,精装刚需三房 户型方正诚心急售,445万,低楼层(共18层)                                                3室1厅 | 118.37平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_3Aq4LqCH1_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,海德一房改两房，红蚂蚁装修，保养新，能谈，随时看,292万,低楼层(共18层)                                                2室2厅 | 68平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_5fP1QWUX2_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,美颂二期两房朝南 诚意出售 看房方便,470万,低楼层(共27层)                                                3室1厅 | 99.92平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/f5bfa3cf-d4c9-4c63-9548-0f9a138f1cbd_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,湖景房  星湖公馆 朝南精装小两房 采光视野好,335万,中楼层(共30层)                                                2室2厅 | 84.09平米                                  | 西南,https://ke-image.ljcdn.com/110000-inspection/9c47e00d-cb59-47eb-bac9-3787a8d99cac_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,园区独墅湖高教区翰林缘精装大两房,325万,中楼层(共25层)                                                2室2厅 | 102.52平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/21922631-506d-45a9-8eab-a6d2c2600bd4_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,新房源，户型方正，卧室朝南，看房随时有钥匙，可谈,299万,低楼层(共18层)                                                2室2厅 | 83平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_VWFZeZ4xu_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,独墅湖高教区翰林缘精装大三房降价啦,399万,低楼层(共16层)                                                3室2厅 | 130.19平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_ULtmU08SW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,高楼层采光好视野好。交通便利出行方便。小区环境优美,818万,中楼层(共26层)                                                4室2厅 | 150.3平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/e37f1ccb-1d66-4fab-8881-3d84ba85048c_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林缘  经典户型两个卧室超大，诚意出售,307万,高楼层(共18层)                                                2室2厅 | 91.16平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_m0pLsJDKy_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,建屋海德公园 2室1厅 南,368万,低楼层(共20层)                                                2室1厅 | 94.05平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-d41e66c9-89e2-497a-bf0d-bed0eff3a4d2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,婚房大四房，品牌家具，南北通风，诚意卖，可以谈,610万,中楼层(共18层)                                                4室2厅 | 137平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_P6pJ6UGNm_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,全南户型大两房  前面绿化带 视野开阔 采光刺眼,320万,中楼层(共25层)                                                2室2厅 | 96.27平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/28f726cd-59c3-4d0e-92ad-69b6b0bf4c94_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,精装一室两厅，中间楼层，采光好，诚售,278万,中楼层(共18层)                                                1室2厅 | 67.72平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_FXK9qUy8m_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,海德一室一厅，经典户型，居住舒适,285万,低楼层(共18层)                                                1室2厅 | 67.72平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_hiwLCuJg8_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,海德大四房  一梯一户  实惠啊 装修好啊 采光好啊,628万,低楼层(共18层)                                                4室1厅 | 143.24平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/3e548146-b404-4fa0-84d7-d600deae9011_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,独墅湖高教区精装近地铁，诚意出售,295万,低楼层(共30层)                                                2室1厅 | 84.33平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/ad826c1c-9862-44d5-9e6e-91ef969e2d3c_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,2016年开发商交房、单价4万多改善大4房楼层位置户型好,690万,高楼层(共10层)                                                4室2厅 | 170.39平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_uYJxqkX9v_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,建屋海德公园 2室2厅 南,355万,中楼层(共20层)                                                2室2厅 | 88平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_SbOn75UER_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,楼层高，采光好，全湖景房，视野好,840万,高楼层(共26层)                                                4室2厅 | 150平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_5OapSN6a5_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,月亮湾一期好两房急售靠纳米园星湖公馆,470万,中楼层(共12层)                                                2室2厅 | 90.09平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/0b4d70b8-6984-4d33-bb41-fce5d900f707_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,建屋海德公园 3室1厅 南,425万,中楼层(共21层)                                                3室1厅 | 99.2平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Aqp9OFzvs_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,精装，通风好，格局合理，适合一家人居住,380万,高楼层(共33层)                                                2室2厅 | 84.15平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/5cdaa02c-0d15-4d87-867d-32fa115dd2a5_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,中新星湖公馆，东南方向，视野开阔,340万,中楼层(共30层)                                                2室2厅 | 84.12平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/c7207b62-7521-4b85-9b33-2446d2853e67_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,稀罕边户  采光刺眼  带入户花园  户型方正  值得拥有,490万,高楼层(共18层)                                                3室2厅 | 130.11平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_CDhpYE4MV_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,海德3期洋房，3开间朝南，户型方正，房龄新，有钥匙,585万,中楼层(共10层)                                                3室2厅 | 137平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_GfwoZ0ZeU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,全新从未入住，小区南排，可观吴淞江景，期待有缘人！,615万,中楼层(共27层)                                                3室2厅 | 120.86平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/38f0992a-443e-473c-af88-1be41b9a3ce4_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林缘四房两厅两卫楼层中采光好,450万,中楼层(共18层)                                                4室2厅 | 123平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_ZyWHZKMTe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,建屋海德公园 4室2厅 南,625万,高楼层(共18层)                                                4室2厅 | 136.32平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_O3mW7pJ7C_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,翰林缘新上大三房 ，户型方正，客厅卧室双阳台必看好房,415万,中楼层(共18层)                                                3室2厅 | 121.62平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/6aa3d87c-a7ba-4377-bec9-7d46332f0e3e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,月亮湾3号美颂花园一期 2室2厅 南 北,500万,高楼层(共12层)                                                2室2厅 | 90.69平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/eb3e8dcc-6d5f-423b-a820-1883d51eb0ff_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,满五年唯一，省税，小区中间位置，烫金好楼层，急售,387万,高楼层(共20层)                                                2室2厅 | 88平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_MtdUFuliO.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,新上大三房，边户附超大入户，南北通风，价格可以谈,424万,低楼层(共16层)                                                3室2厅 | 130.19平米                                  | 东南,https://ke-image.ljcdn.com/110000-inspection/pc1_tC5QXOoCy_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,独墅湖高教区精装小三房，舒适宜居美宅欢迎约看~,431万,低楼层(共20层)                                                3室2厅 | 108.69平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_rRn18nMx0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,美宅美宅，精装带暖气，全屋智能家电，诚意度满分~,315万,低楼层(共18层)                                                2室2厅 | 83平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_LmoUm1A6b_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,新上边户大三房，客厅面宽超大，诚意卖，能谈,408万,中楼层(共18层)                                                3室2厅 | 123.8平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_IwLwzyWqH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,独墅湖高教区,此房满二唯一、通透格局，楼层好视野开阔、采光无遮挡,600万,低楼层(共19层)                                                3室2厅 | 120平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/2ffb5aee-4222-4c2c-8fbc-7f73ed3ba2a3_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
