20201118,工业园区,青剑湖,青剑湖天然氧吧，青湖语城精装3+1室，诚售，看房随时,408万,低楼层(共11层)                                                3室2厅 | 118平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_k4tqV6DBe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,地铁3号旁 维纳阳光花园10米大阳台 全新装修,249万,低楼层(共27层)                                                3室2厅 | 83.37平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ZxCUCRbL3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,维纳阳光花园北区 2室2厅 南,245万,低楼层(共18层)                                                2室2厅 | 86.5平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-c54dabbf-c068-4667-a9fc-147b74cf8c06.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,满五唯一，采光充足，诚意出售，随时看房,251万,高楼层(共11层)                                                2室2厅 | 89.35平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_72WsElTta_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,朗诗未来街区（四期） 3室1厅 南,290万,高楼层(共6层)                                                3室1厅 | 78平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Gahimmpb7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,天著全新装修，精装两房，品牌家电齐全。,295万,中楼层(共13层)                                                2室2厅 | 79.25平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_cjiKiIWbz_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,此房满五唯一，精装自住，位置好，楼层好，采光充足。,270万,中楼层(共11层)                                                2室2厅 | 89.36平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-17e841f3-b6f7-43c3-aff4-62409c8292e0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,阳澄湖景房出售 环境好 小区亲 户型方正,301万,中楼层(共12层)                                                3室2厅 | 87.57平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_YOxH9ho7V_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,此房满五唯一，精装自住，位置好，采光充足，拎包入住,220万,高楼层(共18层)                                                2室2厅 | 87平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_KXFyMWOGN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,维纳南区，精装修通透三房，楼层采光好，业主诚意卖房,499万,低楼层(共27层)                                                3室2厅 | 138.45平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_op74BvBDo_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,临湖壹号 双阳台 大三房  花园洋房 龙湖天街,403万,低楼层(共6层)                                                3室2厅 | 119.68平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-4376fd36-af04-4618-bb9d-6fb3d1dff40e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,诚售！七米大阳台，改善四房，满五唯一，低密度社区,470万,中楼层(共17层)                                                4室2厅 | 133平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_faOud326C_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,阿卡迪亚一区 精装小三房 中间楼层 户型通透 诚意卖！,349万,中楼层(共18层)                                                3室2厅 | 98平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_LRTSkkv3A_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,满五唯一精装三房，中间楼层，采光好，视野开阔,241.5万,低楼层(共27层)                                                3室2厅 | 83平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_UOfXizGzG_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,房东诚心出售此房，当前业主自住，整体保养好,214万,低楼层(共27层)                                                2室1厅 | 83.37平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_X3fMnbnwk_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,维纳南区  精装三房 小区中间  诚心出售,247万,高楼层(共27层)                                                3室2厅 | 83.37平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_XXk6lmFUO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,低密度小区，得房率高，一梯两户，新装修，拎包可入住,280万,低楼层(共10层)                                                2室1厅 | 78.04平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-9a64faa7-0f99-4acd-8eaf-0bf6d1053dea.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,香堤澜湾 3室2厅 南,275万,高楼层(共28层)                                                3室2厅 | 99平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Mi92iPxoX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,阿卡迪亚五区通透三房，户型方正，家具都留，,380万,高楼层(共7层)                                                3室2厅 | 103平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_wtPheDLPr_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,维纳阳光花园南区 地铁3号旁 通透大3房,345万,中楼层(共27层)                                                3室2厅 | 118.21平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_TSbXyi8ee_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,香堤澜湾 3室2厅 精装修 交通方便 诚心出售,258万,低楼层(共18层)                                                3室2厅 | 92平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_j3nRaHjvD_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,朗诗未来街区（三期） 2室1厅 西必看好房,260万,高楼层(共10层)                                                2室1厅 | 79平米                                  | 西,https://ke-image.ljcdn.com/320500-inspection/pc1_5GL4ED1i1_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,2+1户型 三开间朝南 诚意出售 看房方便,220万,低楼层(共27层)                                                2室2厅 | 78.58平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_KzInz1cHU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,优步通透三房 看房方便有钥匙 诚意出售 价格可谈,338万,中楼层(共8层)                                                3室2厅 | 89.5平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_DcezmG81B_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,青剑湖花园两房  满五唯一节省购房成本户型通透方正,174万,低楼层(共4层)                                                2室1厅 | 70平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_BCqzOQ2yZ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,此小区生活配套设施完善，精装修 业主保养好。,233万,中楼层(共28层)                                                2室2厅 | 90.98平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_kOLB6zCmy_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,维纳花园精装修3房 有车位  采光充足  拎包入住,315万,低楼层(共27层)                                                3室2厅 | 101.37平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ryZVJdSSx_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,青湖语城精装三房 通透宜居 满五唯一 诚意出售,300万,低楼层(共11层)                                                3室2厅 | 88平米                                  | 北 南,https://ke-image.ljcdn.com/110000-inspection/pc1_729Oj6jT9_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,朗诗开发自持物业，小区前排位置，采光良好环境优美,306万,高楼层(共10层)                                                2室2厅 | 79平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_tFUG8atRT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,维纳阳光花园  精装3居室  家电全留 保养好,212万,低楼层(共27层)                                                3室1厅 | 78.58平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_FbaoXsWRa_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,前方无遮挡，精装修高楼层，诚意出售，看房方便。,210万,中楼层(共20层)                                                2室2厅 | 78.51平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_WgsEBbtyB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,品质小区，小高层，通透户型，满五唯一，业主诚售,280万,高楼层(共9层)                                                2室2厅 | 85.48平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_wsVIjU8Us_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,朗诗带花园小三房 采光无遮挡 洋房的小三房,338万,低楼层(共6层)                                                3室2厅 | 90.82平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-640a4794-5009-4c82-8d0f-1dcd1b8ec5ce.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,业主诚意出售，看中价格可谈！！,460万,高楼层(共13层)                                                3室2厅 | 108平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_VtzLT0xRR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,青剑湖！维纳阳光花园南区 精装两室 装修保养好,245万,中楼层(共27层)                                                2室2厅 | 81.33平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_kOFD1cl2Z_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,刚需精品，全屋定制精装、品牌家具家电，诚意出售,252万,低楼层(共11层)                                                2室2厅 | 89.35平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/prod-5e9f74e5-bc20-458c-8578-017d7c1b2925.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,全明通透 舒心洋房 正气朗阔 客厅带阳台 小区中间位置,319万,低楼层(共9层)                                                3室2厅 | 88.3平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_5Q3PaI9p5_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,城市，又亲近自然。33公里的阳澄湖水岸线，1平方公里.,520万,中楼层(共5层)                                                4室2厅 | 160平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_FAG97xD5R_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,青剑湖花园 精装 正三房 满五唯一 中间楼层 大车库,290万,中楼层(共4层)                                                3室2厅 | 124.16平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_pEojAh3lX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,中间位置，无遮挡采光好，60万装修，全屋地暖,468万,高楼层(共9层)                                                3室2厅 | 126.44平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_RmhVgZ9Zo_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,百安居全新装修高层湖景金辉优步花园,315万,高楼层(共18层)                                                2室1厅 | 88.06平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_ID4KNDh93_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,满两年，精装自住，品牌家居三期的，中间楼层，采光好,300万,中楼层(共17层)                                                3室2厅 | 88平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_odIXP4DSz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,此房业主急售，装修保养好，价格可谈,273.6万,中楼层(共17层)                                                2室2厅 | 77.53平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_5M01P1QQ0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,此房满五不唯一，毛坯房源，可根据自己的喜好随意装修,254.5万,低楼层(共17层)                                                2室2厅 | 82.34平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_L0PY3KoXB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,景悦星湖 精装三房 户型方正 南北通透三房,420万,低楼层(共11层)                                                3室2厅 | 107平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_oLICo6ZpW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,悦澜湾精装四房 中间位置好楼层 装修很好 满五唯一,435万,中楼层(共18层)                                                4室2厅 | 120.5平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ti4DIE7Ew_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,精装温馨小两房 保养很好 诚意出售,183万,低楼层(共20层)                                                2室1厅 | 78平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_QBwQ21bZw_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,青剑湖花园A区 2室1厅 南,245万,中楼层(共4层)                                                2室1厅 | 96平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_Z2lTLnD1D_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,阿卡小三房 双湖景，视野好 诚心出售,350万,高楼层(共18层)                                                3室2厅 | 88平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_DxShftDxH_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,近菜市场，适合居住，人气足，生活气息浓厚。,250万,低楼层(共11层)                                                2室2厅 | 108平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_vROTow4S6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,三开间朝南 楼层适中 电梯洋房 纯毛坯 诚心出售,545万,中楼层(共5层)                                                4室2厅 | 147平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_NB4kGMNEV_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,满五唯一税费少，精装2居室，置地青湖语城,243万,低楼层(共17层)                                                2室2厅 | 78.18平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_8fDRySM1I_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,精装 中山楼层采光好 位置前排 保养如新,236万,中楼层(共4层)                                                2室2厅 | 96平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_7z0ZtGTTR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,维纳阳光花园北区 2室2厅 南必看好房,166万,高楼层(共18层)                                                2室2厅 | 55平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_J0YMEZvVo_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,全明两房 楼层位置好 基本未住 保养好 诚意卖 省个税,277万,高楼层(共18层)                                                2室1厅 | 83.19平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_NcCd2vOx8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,悦澜湾新出大四房 全湖景 房东诚心出售,449万,高楼层(共18层)                                                4室2厅 | 127.14平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_3HXKhN0rx_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,雍景湾豪 装百万 稀 双阳台 诚意出售 满五唯一,555万,低楼层(共16层)                                                4室2厅 | 142.61平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_OYFvgeEIF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,精装两房，环境优美.低密度,满五唯一，出门就是公园,249万,中楼层(共18层)                                                2室2厅 | 87平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_eKZsFG2dh_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,置地青湖语城 4室2厅 南,430万,高楼层(共11层)                                                4室2厅 | 118平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_JyXiWa7DT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,朗诗精装两房  业主自住保养 两房朝南 满五年唯一,262万,中楼层(共18层)                                                2室2厅 | 76.48平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_nHuZbja5h_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,香堤澜湾！毛坯三室两厅！满两年！小区中间位置！,275万,低楼层(共20层)                                                3室2厅 | 112平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_MWcP51qFk_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,翡翠湖公寓精装两房 中上楼层 家具家电全留,245万,高楼层(共17层)                                                2室2厅 | 82.69平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_HPjVsyNa3_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,翡翠湖公寓统装两房 中上楼层 全天采光 看房方便,245万,中楼层(共17层)                                                2室2厅 | 82.69平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Xl1wcnKSE_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,青剑湖花园F区 110平  正四房  精装 保养好,248万,低楼层(共11层)                                                4室2厅 | 109.3平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_CT83qlBwk_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,维纳精装婚房 满两年唯一 不靠高架 无遮挡 诚意出售,167万,高楼层(共18层)                                                2室1厅 | 54.71平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/prod-1cc6af89-0cf2-4c49-90f8-2cd408de5c81.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,房东诚心出售，价格看中可谈 中户带阁楼,225万,高楼层(共4层)                                                4室2厅 | 120.1平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_U6MMUkftz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,阿卡迪亚二区 3室2厅 南 北,373万,中楼层(共15层)                                                3室2厅 | 102.9平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_U2Gt2808b_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,得房率！悦澜花园 精装四房 拎包入住 视野开阔,455万,中楼层(共17层)                                                4室2厅 | 120.1平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_oOcozwLRI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,优公馆 90平 2+1房 位置好，采光无遮挡，装修好,298万,低楼层(共18层)                                                3室2厅 | 90平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_NZNfU5VQI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,青剑湖！维纳阳光花园南区 精装两室 拎包入住 学可上,213万,高楼层(共27层)                                                2室2厅 | 81平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_ZgE9KoHzf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,朗诗洋房出售 楼层位置好 视野开阔 采光足,330万,中楼层(共5层)                                                3室2厅 | 85平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Sz41oig7T_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,次顶楼好房，看房方便。房东诚心出售,211万,高楼层(共11层)                                                2室1厅 | 90.91平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_N9QroJEiB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,中间楼层  全天采光  精装修带一个车位  满两,450万,低楼层(共18层)                                                3室2厅 | 125.44平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_csLQhrL3e_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,花园洋房 五房设计 自住保养新 诚意出售 楼层位置好,580万,中楼层(共5层)                                                5室2厅 | 148.16平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_BHdFqbpjC_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,青湖语城  房子满五唯一，诚心出售，,240万,中楼层(共11层)                                                2室2厅 | 78平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_CxtW93hdg_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,通透两房，双阳台，满两年，位置安静,260万,低楼层(共18层)                                                2室2厅 | 78.09平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_EwVGifdwa_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,精装小三房 楼层好 采光充足 满五年唯一,350万,高楼层(共9层)                                                3室2厅 | 89平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_sSX7uohiY_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,精装自住两房 位置好 无遮挡 诚意出售 满两年省税,170万,低楼层(共28层)                                                2室1厅 | 69.72平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_tjojQQrdd_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,龙湖旁 满五年唯一省税 南北通透采光好 诚意出售,346万,低楼层(共11层)                                                3室2厅 | 92.97平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_w2UvvCjwT_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,青剑湖公馆 2室1厅 南 北,315万,高楼层(共16层)                                                2室1厅 | 86平米                                  | 南 北,https://ke-image.ljcdn.com/320500-inspection/pc1_s03TSLQjd_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,阿卡南北通大两房楼层好视野无解,265万,高楼层(共11层)                                                2室1厅 | 89.3平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-e6678fbe-b9b4-4c34-b43c-f5fa10913ef0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,维纳阳光花园 不靠中环 位置好 ，楼层佳,243万,低楼层(共27层)                                                2室2厅 | 83.41平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_slELp4vaP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,次新小区 环境好 精装自住保养好 两房,198万,高楼层(共20层)                                                2室1厅 | 71.93平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_miqJiTeEm_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,青剑湖,好位置 青剑湖花园婚房诚意出售价格 可拎包入住,228万,中楼层(共18层)                                                3室2厅 | 85.8平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_wvLufrVK2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
